seed,best_f,sigma_end,accept_rate,landed
0,289.0151768632654,,,False
1,314.19195071261674,,,False
2,280.6865092980888,,,False
3,295.142303119467,,,False
4,322.9798671935612,,,True
5,284.24799447052806,,,False
6,289.1450709342771,,,False
7,322.72705751408427,,,True
8,298.5334981274396,,,False
9,310.4351817570838,,,True
