seed,best_f,sigma_end,accept_rate,landed
60000,50.80621950351568,,,False
60001,263.4611736246658,,,False
60002,253.45594467988022,,,False
60003,318.0430169542372,,,False
60004,34.58521093266495,,,False
60005,275.39109736763885,,,False
60006,-252.24914366667096,,,False
60007,57.27716927595924,,,False
60008,266.7060421505117,,,False
60009,57.80303214248448,,,False
60010,54.74151076298102,,,False
60011,44.5149182722287,,,False
60012,303.7568091540637,,,False
60013,273.9304924220055,,,False
60014,266.65969271507925,,,True
60015,-205.7622179528152,,,False
60016,46.57345242553697,,,False
60017,278.10224286730556,,,False
60018,70.64397312520487,,,False
60019,248.92687050814658,,,False
