seed,best_f,sigma_end,accept_rate,landed
1000,38.67240246355084,,,False
1001,203.87335640364705,,,False
1002,57.62682343004809,,,False
1003,246.09979976259086,,,False
1004,260.3922880930082,,,False
1005,190.42128124185209,,,False
1006,34.6480211747687,,,False
1007,42.788948189283246,,,False
1008,204.86232690154222,,,True
1009,29.65853032126421,,,False
1010,61.3070464300736,,,False
1011,34.84989018297921,,,False
1012,40.4527467424291,,,False
1013,126.14070797286766,,,False
1014,109.4320413738675,,,False
1015,249.05454241381523,,,True
1016,41.90973335280245,,,False
1017,25.346689359893148,,,False
1018,265.4881516046526,,,True
1019,51.23612761048142,,,False
1020,215.27608066738665,,,False
1021,51.96663902308714,,,False
1022,43.930433351285586,,,False
1023,184.3590639484308,,,True
1024,282.36828134851226,,,False
1025,202.01342357012857,,,False
1026,200.3394703115277,,,False
1027,157.17089205576121,,,False
1028,39.18610063943365,,,False
1029,48.948222842036756,,,False
