seed,best_f,sigma_end,accept_rate,landed
0,315.6823511756347,,,False
1,306.8031232719875,,,True
2,320.3069934617382,,,False
3,329.26830870103595,,,True
4,314.29762863700284,,,True
5,327.231004543774,,,False
6,321.71942238490305,,,True
7,312.7606124438489,,,False
8,293.9367352426841,,,False
9,322.97620842557046,,,False
