seed,best_f,sigma_end,accept_rate,landed
1000,38.0972966267921,1.622685400761069,0.006,False
1001,252.05513593406454,1.0314794359531394,0.019,False
1002,299.3506710824965,0.44595690250304854,0.024,False
1003,52.27545748731262,4.27481366845776,0.013,False
1004,52.24137558625481,4.910956791026949,0.008,False
1005,60.84680894625806,2.8270596709779405,0.009,False
1006,52.84990861367462,1.1236245649695142,0.013,False
1007,95.12500087953613,0.6281979254841352,0.017,True
1008,64.3968803470596,0.5603994412636709,0.018,False
1009,196.21985478233833,13.793427115098783,0.012,False
1010,34.71626533907355,4.459864483514001,0.021,False
1011,35.25188627009622,3.9090666095157505,0.009,False
1012,91.34243814968225,1.7483857856861862,0.01,False
1013,57.479823947623196,3.1859971146194117,0.011,False
1014,33.57795605284818,0.2628096378896932,0.015,False
1015,-2.4638214181462956,2.0638256112836344,0.013,False
1016,-6.902858359342275,2.914709708970078,0.012,False
1017,275.1064746279346,0.8412516221648514,0.014,True
1018,150.35035159389201,11.542130235728031,0.008,False
1019,116.95639555111359,2.81758865656037,0.004,False
1020,85.68552660518249,2.0462936647020724,0.019,False
1021,101.70957171576192,1.613832893119764,0.011,False
1022,157.75111247165736,2.9982854207179086,0.011,False
1023,-41.453104801229685,0.3660018650757057,0.014,False
1024,83.2913152894895,3.7150112069017385,0.011,True
1025,223.3873955686037,1.0441217530721112,0.016,False
1026,88.62069631528819,2.0711128024152723,0.015,True
1027,-40.957059340565486,1.288790149197375,0.016,False
1028,29.18248709314361,4.376150298768238,0.011,True
1029,173.34366731158443,14.723685800044407,0.022,False
