seed,best_f,sigma_end,accept_rate,landed
0,205.5154545330207,,,False
1,-5.04814274858613,,,False
2,13.696014509733402,,,False
3,57.608639280399046,,,False
4,-23.47786725241673,,,False
5,263.014991421898,,,False
6,183.7065181546243,,,False
7,14.977164265025976,,,False
8,32.63639017368865,,,False
9,40.88291080484055,,,False
