seed,best_f,sigma_end,accept_rate,landed
1000,249.1117742638428,,,False
1001,255.6223037190337,,,False
1002,-258.7894024877128,,,False
1003,50.31891545337254,,,False
1004,275.72207819607064,,,False
1005,52.8526186146448,,,False
1006,45.0570932328599,,,False
1007,283.8505324533303,,,False
1008,-244.8516871422428,,,False
1009,59.78042657045199,,,False
1010,-254.85310855171835,,,False
1011,233.06347674614324,,,False
1012,217.30311443856073,,,False
1013,205.89828489592634,,,False
1014,309.8359712616908,,,False
1015,56.553010835743834,,,False
1016,224.1560353328082,,,False
1017,281.5046042731627,,,False
1018,294.6843472859803,,,False
1019,267.18095160738505,,,False
1020,10.718781788205035,,,False
1021,273.5747125614272,,,False
1022,-265.15353168638467,,,False
1023,52.09634628562199,,,False
1024,56.57169895983196,,,False
1025,64.41594462331472,,,False
1026,31.664210208718373,,,False
1027,228.99324913722108,,,False
1028,55.50749922425683,,,False
1029,-263.2242764727949,,,False
