evaluations raw_y x0 x1 x2 x3 x4 x5 x6 x7 x8 x9 x10 x11 x12 x13 x14 x15 x16 x17 x18 x19 x20 x21 x22 x23 x24 x25 x26 x27 x28 x29 x30 x31
1 -420.6949351136 0.400557 0.743871 0.437134 -0.554800 0.749072 -0.614868 0.477437 -0.142575 -0.679444 0.424738 0.295591 0.080894 0.304245 -0.731131 -0.454774 0.909798 -0.371383 -0.105922 0.648010 -0.595237 -0.035013 0.058663 0.640495 -0.309519 0.655385 -0.668325 -0.715778 0.434837 0.540978 0.130176 -0.836767 -0.335132
2 -143.6887447048 0.349796 -0.721465 -0.299211 -0.270891 0.497531 0.292594 -0.933008 -0.522657 0.895055 0.659120 -0.528337 0.663783 0.261056 -0.937273 -0.542161 -0.837890 -0.934451 0.665290 -0.330370 0.458569 -0.705046 -0.889346 0.964065 0.274521 0.489655 -0.904151 -0.459832 0.342840 0.018072 -0.101512 0.819913 0.080819
3 -52.7285463163 -0.185201 0.423600 0.402454 -0.828980 -0.039962 -0.875188 -0.651668 -0.069781 0.194530 -0.220574 0.766316 0.503351 -0.937752 -0.465168 -0.910545 0.143115 0.854684 0.091214 -0.966800 -0.785728 0.248437 -0.406706 -0.472895 0.148295 0.366765 0.127227 0.449752 -0.431990 -0.159230 -0.768706 0.866813 -0.916808
73 -25.0641072604 -0.843792 -0.861763 -0.028134 -0.375172 -0.658818 0.944984 -0.614195 -0.135521 -0.431136 0.950437 0.701060 -0.712322 -0.717449 0.605016 -0.460962 0.220272 -0.287788 -0.041355 -0.826132 0.753615 0.186506 -0.417345 -0.538006 0.847672 0.811561 0.921915 -0.348600 -0.266678 0.272961 0.015802 -0.934861 0.675973
82 16.1743606609 -0.235559 -0.147282 -0.686973 0.628901 0.115541 -0.810068 -0.470067 -0.434942 -0.240656 -0.368738 -0.806603 0.179395 0.615431 0.232359 0.987540 0.976669 -0.109780 -0.158711 -0.659125 -0.861683 -0.574470 -0.586695 0.474317 0.948731 -0.765946 0.141860 0.453979 -0.034380 0.233331 -0.892543 -0.181445 0.048180
219 16.5298078444 -0.050439 -0.379698 0.893890 0.300254 0.108627 0.558111 0.305478 0.559002 0.639200 -0.421707 -0.286203 -0.832541 -0.417404 -0.273185 0.962253 0.492631 0.657056 -0.915707 -0.042769 0.402328 0.970280 -0.166767 0.022377 -0.551705 0.834519 -0.658554 0.627763 0.407080 -0.234027 -0.500028 -0.873871 0.226186
493 20.6371667023 -0.455958 0.234482 -0.029159 -0.427454 -0.173975 0.768622 0.655940 0.037037 0.125751 0.922639 -0.106013 0.359671 -0.862710 -0.273443 0.491990 0.840779 -0.668421 0.181221 -0.862474 -0.423222 0.671279 -0.960414 -0.748649 0.172149 -0.632057 0.182275 -0.790606 -0.362194 0.383517 -0.667731 -0.024777 -0.641357
502 44.3424002796 0.071719 -0.110399 -0.013774 0.437602 -0.093027 0.223514 0.499249 0.104825 -0.109356 0.317422 -0.698159 -0.563153 0.327128 0.614861 0.965974 0.235578 -0.998185 -0.054177 0.406429 -0.355921 0.168541 -0.079311 -0.482358 -0.037445 -0.359728 -0.020512 -0.455515 0.455876 0.199642 -0.794827 0.998729 0.951562
948 62.6337456321 0.200769 -0.606255 -0.727376 -0.872486 0.925851 -0.059896 -0.160925 -0.576431 0.320395 0.493819 0.772252 -0.013893 -0.526840 -0.137489 -0.498609 0.744102 0.642485 -0.394656 0.626071 -0.587103 -0.420853 0.237820 0.765139 -0.680621 0.542193 0.440728 0.295464 0.124818 -0.851184 0.305141 -0.301817 0.348058
1000 -606.7547044746 0.800292 0.247864 -0.195884 0.398380 -0.705381 0.082580 0.265972 0.076989 -0.443554 0.999778 -0.704857 -0.361492 0.371517 0.943333 0.002853 -0.942537 0.924173 0.842501 0.804868 -0.018735 -0.405241 0.497454 0.589304 0.227158 -0.818116 -0.735247 -0.692243 0.127901 0.282715 -0.958510 -0.611570 0.248959
