evaluations raw_y x0 x1 x2 x3 x4 x5 x6 x7 x8 x9 x10 x11 x12 x13 x14 x15 x16 x17 x18 x19 x20 x21 x22 x23 x24 x25 x26 x27 x28 x29 x30 x31
1 -160.5588064151 -0.838065 0.889805 0.503326 -0.041098 -0.686271 -0.000716 -0.261306 0.093432 -0.704349 0.182736 0.027606 0.125654 -0.143289 -0.344986 -0.106626 -0.151205 -0.210207 -0.649197 -0.241621 0.550868 -0.415483 -0.418129 0.803040 -0.022081 0.607644 -0.498721 0.870261 0.671288 -0.924891 0.740315 0.044024 -0.659216
2 -124.0451025218 -0.838065 0.889805 0.503326 -0.041098 -0.686271 -0.000716 -0.261306 0.093432 -0.704349 0.182736 0.027606 0.125654 -0.143289 -0.344986 -0.106626 -0.151205 -0.210207 -0.649197 -0.241621 0.550868 -0.415483 -0.418129 0.803040 -0.022081 0.607644 -0.498721 0.870261 0.671288 -0.924891 0.740315 0.044024 -0.659216
3 -115.2519336755 -0.838065 0.889805 0.503326 -0.041098 -0.686271 -0.000716 -0.261306 0.093432 -0.704349 0.182736 0.027606 0.125654 -0.143289 -0.344986 -0.106626 -0.151205 -0.210207 -0.649197 -0.241621 0.550868 -0.415483 -0.418129 0.803040 -0.022081 0.607644 -0.498721 0.870261 0.671288 -0.924891 0.740315 0.044024 -0.659216
10 -110.3026833790 -0.903619 0.970113 0.467754 -0.038718 -0.619899 -0.002182 -0.179910 -0.050935 -0.787658 0.266331 0.071999 0.207413 -0.083702 -0.367339 -0.132227 -0.300082 -0.236583 -0.524164 -0.329275 0.585457 -0.449052 -0.575617 0.853443 0.025718 0.664401 -0.332314 0.910842 0.561295 -0.997725 0.753370 -0.040512 -0.790123
14 -105.5321836354 -0.774161 0.823084 0.367539 0.070821 -0.658359 0.153420 -0.167399 -0.197783 -0.839025 0.076659 0.032957 0.116786 -0.140209 -0.358157 -0.303308 -0.423185 -0.402755 -0.574437 -0.376659 0.583610 -0.661119 -0.531104 0.848945 0.137175 0.610612 -0.401711 0.782774 0.426241 -1.000000 0.486394 -0.023868 -0.768693
17 -34.4519441436 -1.000000 1.000000 0.567969 -0.148257 -0.581440 -0.157783 -0.192421 0.095912 -0.736291 0.456002 0.111042 0.298040 -0.027194 -0.376522 0.038854 -0.176980 -0.070410 -0.473891 -0.281892 0.587303 -0.236986 -0.620131 0.857942 -0.085740 0.718190 -0.262917 1.000000 0.696350 -0.667292 1.000000 -0.057156 -0.811553
39 -26.9532362331 -0.879432 0.987619 0.693578 -0.111106 -0.513061 -0.187901 -0.287788 0.355049 -0.846949 0.301984 0.197437 0.320776 -0.220902 -0.389093 0.068493 -0.091826 0.016764 -0.395191 -0.374869 0.533205 -0.253030 -0.837285 0.810757 -0.148315 0.691173 -0.403411 0.997183 0.707489 -0.691876 0.961706 -0.221584 -0.701130
87 -18.0251822481 -1.000000 1.000000 0.505808 -0.027541 -0.962431 -0.237486 -0.545393 0.205021 -0.609194 0.253204 -0.038405 0.356206 -0.659111 0.124305 -0.042833 -0.263472 0.215357 -0.620002 -0.330425 0.485243 -0.397925 -1.000000 0.910511 -0.227495 0.783208 -1.000000 0.691175 0.563256 -0.500580 1.000000 -0.264205 -0.430703
151 12.2784644812 -0.981816 0.665347 0.652926 -0.162947 -0.894919 -0.473681 -0.424829 0.312303 -0.919303 0.322848 0.247859 0.554518 -0.237770 -0.492276 -0.020674 -0.403064 0.099010 -0.480134 -0.290140 0.591433 -0.416880 -0.861121 0.852641 -0.025600 0.803873 -0.772001 0.990751 0.405675 -0.671894 0.898210 -0.268158 -0.610725
246 19.3039555619 -0.892462 0.999290 0.697454 -0.007098 -0.390615 -0.183170 -0.517612 -0.042684 -0.773741 0.583201 0.024041 0.363352 -0.102384 -0.621280 -0.321819 0.008721 0.365823 -0.220853 -0.421377 0.983246 -0.095076 -0.409900 1.000000 -0.166649 1.000000 -0.642325 0.719870 0.824396 -0.279635 0.887745 -0.390555 -1.000000
330 29.9439926359 -0.878891 0.889899 0.826108 -0.076627 -0.797603 -0.004591 -0.188027 0.117212 -0.880993 0.621571 -0.321131 0.637996 -0.315504 -0.377070 -0.436950 -0.492863 0.190745 0.148979 -0.518096 0.759495 0.689306 -0.576437 1.000000 0.187901 0.896025 -0.180710 0.980790 0.645660 -0.374863 0.862289 -0.395965 -0.986152
483 43.4083083682 -0.954015 1.000000 0.925029 0.074780 -0.862537 0.196802 -0.425763 0.416587 -1.000000 0.858570 -0.042782 0.807564 -0.474933 -0.528732 -0.564982 -0.477384 0.575919 -0.126391 -0.279126 1.000000 -0.047682 -0.423796 0.737452 -0.189469 0.577453 -0.482327 1.000000 0.785206 -0.256967 1.000000 -0.585875 -1.000000
661 282.3690436498 -0.934684 1.000000 0.785983 -0.200848 -0.639817 0.245274 -0.386814 0.467582 -0.404288 0.902478 -0.044452 0.799490 -0.351869 -0.524010 -0.876426 -0.444824 0.178176 -0.082500 -0.713243 0.749954 0.277623 -0.690086 0.586098 -0.162100 0.976714 -0.477731 1.000000 0.414537 -0.192994 1.000000 -0.654726 -1.000000
931 292.0307339693 -0.921181 0.749728 0.475400 -0.356616 -0.609549 0.453107 -0.192854 0.437050 -0.304339 0.961486 0.278781 0.739077 -0.218772 -0.428887 -0.863617 -0.477578 0.036319 -0.060229 -0.572310 0.800568 0.366883 -0.802207 0.600360 0.007186 0.804847 -0.611263 0.942764 0.621716 -0.106390 1.000000 -0.335077 -1.000000
1805 293.2034184302 -0.436805 0.120077 0.677300 -0.381020 -1.000000 0.491421 -0.279088 0.834556 -0.538267 0.966239 0.310169 1.000000 0.227846 -0.104071 -0.805599 -0.221680 -0.025870 -0.334849 -0.113427 0.626265 0.949066 -0.656881 0.396537 -0.122686 0.520818 -0.794259 1.000000 0.691380 0.063874 0.768551 -1.000000 -1.000000
120008 -792.2955519402 -1.000000 -1.000000 1.000000 1.000000 -1.000000 -1.000000 -1.000000 -1.000000 -1.000000 -1.000000 1.000000 1.000000 1.000000 -1.000000 -1.000000 -1.000000 1.000000 1.000000 -1.000000 -1.000000 -1.000000 1.000000 1.000000 -1.000000 1.000000 -1.000000 -1.000000 -1.000000 1.000000 -1.000000 1.000000 1.000000
