evaluation,best_f
1,-551.823207559554
2,-291.1346608246501
3,-291.1346608246501
4,-291.1346608246501
5,-291.1346608246501
6,-291.1346608246501
7,-291.1346608246501
8,-291.1346608246501
9,-291.1346608246501
10,-291.1346608246501
11,-291.1346608246501
12,-153.0601874782163
13,-110.46250907423337
14,-110.46250907423337
15,-110.46250907423337
16,-110.46250907423337
17,-102.50131623118257
18,-102.50131623118257
19,-102.50131623118257
20,-102.50131623118257
21,-102.50131623118257
22,-102.50131623118257
23,-91.85273439984209
24,-91.85273439984209
25,-91.85273439984209
26,-91.85273439984209
27,-91.85273439984209
28,-91.85273439984209
29,-91.85273439984209
30,-91.85273439984209
31,-91.85273439984209
32,-91.85273439984209
33,-91.85273439984209
34,-91.85273439984209
35,-91.85273439984209
36,-91.85273439984209
37,-91.85273439984209
38,-91.85273439984209
39,-91.85273439984209
40,-91.85273439984209
41,-91.85273439984209
42,-91.85273439984209
43,-91.85273439984209
44,-91.85273439984209
45,-91.85273439984209
46,-91.85273439984209
47,-91.85273439984209
48,-91.85273439984209
49,-91.85273439984209
50,-91.85273439984209
51,-91.85273439984209
52,-91.85273439984209
53,-91.85273439984209
54,-91.85273439984209
55,-91.85273439984209
56,-91.85273439984209
57,-91.85273439984209
58,-91.85273439984209
59,-91.85273439984209
60,-91.85273439984209
61,-91.85273439984209
62,-91.85273439984209
63,-91.85273439984209
64,-91.85273439984209
65,-91.85273439984209
66,-91.85273439984209
67,-91.85273439984209
68,14.955353658513346
69,14.955353658513346
70,14.955353658513346
71,14.955353658513346
72,14.955353658513346
73,14.955353658513346
74,14.955353658513346
75,14.955353658513346
76,14.955353658513346
77,14.955353658513346
78,14.955353658513346
79,14.955353658513346
80,14.955353658513346
81,14.955353658513346
82,14.955353658513346
83,14.955353658513346
84,14.955353658513346
85,14.955353658513346
86,14.955353658513346
87,14.955353658513346
88,14.955353658513346
89,14.955353658513346
90,14.955353658513346
91,14.955353658513346
92,14.955353658513346
93,14.955353658513346
94,14.955353658513346
95,14.955353658513346
96,14.955353658513346
97,14.955353658513346
98,14.955353658513346
99,14.955353658513346
100,14.955353658513346
101,14.955353658513346
102,14.955353658513346
103,14.955353658513346
104,14.955353658513346
105,14.955353658513346
106,14.955353658513346
107,14.955353658513346
108,14.955353658513346
109,14.955353658513346
110,14.955353658513346
111,14.955353658513346
112,14.955353658513346
113,14.955353658513346
114,14.955353658513346
115,14.955353658513346
116,14.955353658513346
117,14.955353658513346
118,14.955353658513346
119,14.955353658513346
120,14.955353658513346
121,14.955353658513346
122,14.955353658513346
123,14.955353658513346
124,14.955353658513346
125,14.955353658513346
126,14.955353658513346
127,14.955353658513346
128,14.955353658513346
129,14.955353658513346
130,14.955353658513346
131,14.955353658513346
132,14.955353658513346
133,14.955353658513346
134,14.955353658513346
135,14.955353658513346
136,14.955353658513346
137,14.955353658513346
138,14.955353658513346
139,14.955353658513346
140,14.955353658513346
141,14.955353658513346
142,14.955353658513346
143,14.955353658513346
144,14.955353658513346
145,14.955353658513346
146,14.955353658513346
147,14.955353658513346
148,14.955353658513346
149,14.955353658513346
150,14.955353658513346
151,14.955353658513346
152,14.955353658513346
153,14.955353658513346
154,14.955353658513346
155,14.955353658513346
