evaluation,best_f
1,-136.2287087553503
2,-136.2287087553503
3,-136.2287087553503
4,-81.57729145548745
5,-81.57729145548745
6,-81.57729145548745
7,-33.13173742505241
8,-33.13173742505241
9,-33.13173742505241
10,-33.13173742505241
11,-33.13173742505241
12,-33.13173742505241
13,-33.13173742505241
14,-33.13173742505241
15,-33.13173742505241
16,-33.13173742505241
17,-33.13173742505241
18,-33.13173742505241
19,-33.13173742505241
20,-33.13173742505241
21,-33.13173742505241
22,-33.13173742505241
23,-33.13173742505241
24,-33.13173742505241
25,-33.13173742505241
26,-33.13173742505241
27,-33.13173742505241
28,-33.13173742505241
29,-33.13173742505241
30,-33.13173742505241
31,-33.13173742505241
32,-33.13173742505241
33,-33.13173742505241
34,-33.13173742505241
35,-33.13173742505241
36,19.91440134035784
37,19.91440134035784
38,19.91440134035784
39,19.91440134035784
40,19.91440134035784
41,19.91440134035784
42,19.91440134035784
43,19.91440134035784
44,19.91440134035784
45,19.91440134035784
46,19.91440134035784
47,19.91440134035784
48,19.91440134035784
49,19.91440134035784
50,19.91440134035784
51,19.91440134035784
52,19.91440134035784
53,19.91440134035784
54,19.91440134035784
55,19.91440134035784
56,19.91440134035784
57,19.91440134035784
58,19.91440134035784
59,19.91440134035784
60,19.91440134035784
61,19.91440134035784
62,19.91440134035784
63,19.91440134035784
64,19.91440134035784
65,19.91440134035784
66,19.91440134035784
67,19.91440134035784
68,19.91440134035784
69,19.91440134035784
70,19.91440134035784
71,19.91440134035784
72,19.91440134035784
73,19.91440134035784
74,19.91440134035784
75,19.91440134035784
76,19.91440134035784
77,19.91440134035784
78,19.91440134035784
79,19.91440134035784
80,19.91440134035784
81,19.91440134035784
82,19.91440134035784
83,19.91440134035784
84,19.91440134035784
85,19.91440134035784
86,19.91440134035784
87,19.91440134035784
88,19.91440134035784
89,19.91440134035784
90,19.91440134035784
91,19.91440134035784
92,19.91440134035784
93,19.91440134035784
94,19.91440134035784
95,19.91440134035784
96,19.91440134035784
97,19.91440134035784
98,19.91440134035784
99,19.91440134035784
100,19.91440134035784
101,19.91440134035784
102,19.91440134035784
103,19.91440134035784
104,19.91440134035784
105,19.91440134035784
106,19.91440134035784
107,19.91440134035784
108,19.91440134035784
109,19.91440134035784
110,19.91440134035784
111,19.91440134035784
112,19.91440134035784
113,19.91440134035784
114,19.91440134035784
115,19.91440134035784
116,19.91440134035784
117,19.91440134035784
118,19.91440134035784
119,19.91440134035784
120,19.91440134035784
121,19.91440134035784
122,19.91440134035784
123,19.91440134035784
124,19.91440134035784
125,19.91440134035784
126,19.91440134035784
127,19.91440134035784
128,19.91440134035784
129,19.91440134035784
130,19.91440134035784
131,19.91440134035784
132,19.91440134035784
133,19.91440134035784
134,19.91440134035784
135,19.91440134035784
136,19.91440134035784
