evaluations raw_y x0 x1 x2 x3 x4 x5 x6 x7 x8 x9 x10 x11 x12 x13 x14 x15 x16 x17 x18 x19 x20 x21 x22 x23 x24 x25 x26 x27 x28 x29 x30 x31
1 -513.8494709724 -0.917920 -0.180461 0.177428 0.799867 -0.757770 -0.659603 0.880336 0.190608 -0.328641 -0.116611 -0.008338 -0.824202 -0.451671 0.320091 -0.839342 -0.922694 0.350214 -0.625311 0.878652 0.742475 -0.283403 0.135677 0.758526 -0.095057 0.410129 0.592359 0.887545 -0.392372 0.819041 0.000013 -0.922389 -0.465666
2 -444.8360814855 -0.917920 -0.180461 0.177428 0.799867 -0.757770 -0.659603 0.880336 0.190608 -0.328641 -0.116611 -0.008338 -0.824202 -0.451671 0.320091 -0.839342 -0.922694 0.350214 -0.625311 0.878652 0.742475 -0.283403 0.135677 0.758526 -0.095057 0.410129 0.592359 0.887545 -0.392372 0.819041 0.000013 -0.922389 -0.465666
7 -407.4619206160 -0.976361 -0.027360 0.171758 0.823477 -0.583685 -0.743590 0.831761 0.326119 -0.364862 -0.288759 0.020038 -0.634460 -0.483136 0.390862 -0.962721 -0.987087 0.477514 -0.649287 0.931055 0.814334 -0.287361 0.132405 0.686133 -0.311478 0.426736 0.434264 0.840882 -0.302270 0.672876 -0.149724 -0.997216 -0.425344
57 -386.6824063357 -0.964381 -0.013936 0.135195 0.822923 -0.804032 -0.610014 0.899815 0.177686 0.147663 -0.167309 -0.352754 -1.000000 -0.457385 -0.071857 -1.000000 -0.917415 0.049697 -0.722092 0.599375 0.837254 -0.479805 0.203794 0.789469 -0.325242 0.647613 0.772480 1.000000 -0.266968 0.941676 -0.072064 -0.930788 -0.345851
107 -372.1585192524 -0.774520 0.034510 0.210130 0.699389 -0.852238 -0.783155 0.959100 0.024783 -0.023124 -0.044718 -0.150093 -1.000000 -0.144827 -0.308865 -0.872163 -0.973229 -0.081508 -0.565346 0.954410 0.766198 -0.459618 0.271548 0.794700 -0.124678 0.857777 0.843735 1.000000 -0.312257 1.000000 -0.148066 -1.000000 -0.337241
212 -349.5950536176 -0.912899 -0.120306 -0.003626 0.559618 -0.489509 -0.667599 1.000000 -0.274833 -0.189747 -0.218770 -0.229164 -1.000000 -0.272891 -0.625031 -0.848360 -0.860919 0.115897 -0.492991 1.000000 0.901612 -0.533660 0.031764 0.884630 -0.222403 0.601307 0.934239 1.000000 -0.579113 0.704923 0.096091 -0.832849 -0.638455
626 -347.7927770614 -0.805389 0.250784 0.249009 0.634110 -0.780713 -0.907012 1.000000 -0.291773 -0.077741 -0.195779 0.035688 -0.956704 -0.193531 -0.333167 -0.639195 -0.804478 0.033820 -0.454691 1.000000 0.953003 -0.553180 0.242157 0.725267 -0.232892 0.611016 1.000000 1.000000 -0.407661 0.967866 -0.198992 -1.000000 -0.514079
899 -255.0566475124 -0.789621 0.003488 0.272701 0.275507 -0.627557 -0.870115 0.939689 -0.312934 -0.006118 -0.237847 0.347406 -1.000000 -0.283727 -0.229682 -0.838572 -0.828319 -0.019986 -0.448404 1.000000 1.000000 -0.715095 0.491905 0.950734 -0.168979 0.552806 0.908754 1.000000 -0.353391 0.647004 -0.116064 -0.721902 -0.530614
1016 -239.4025517371 -0.644532 -0.033296 0.318512 0.335096 -0.414009 -0.826077 0.891938 -0.368963 -0.228565 -0.309232 0.348785 -0.739637 -0.298168 -0.165186 -0.989519 -0.647594 0.124735 -0.477034 1.000000 1.000000 -0.799993 0.601531 0.891864 -0.098441 0.704355 0.728826 1.000000 -0.202614 0.552352 -0.071483 -0.643417 -0.396743
1019 -232.6732856116 -0.934709 0.040272 0.226890 0.215918 -0.841105 -0.914152 0.987439 -0.256905 0.216329 -0.166463 0.346027 -1.000000 -0.269285 -0.294178 -0.687625 -1.000000 -0.164706 -0.419775 0.896638 0.842366 -0.630196 0.382278 1.000000 -0.239517 0.401256 1.000000 0.842482 -0.504169 0.741657 -0.160644 -0.800387 -0.664486
1164 -210.3844879234 -0.736471 -0.075315 0.126850 0.118052 -0.424842 -0.746206 0.880818 -0.354157 -0.189429 -0.243985 0.360758 -0.922999 -0.232025 -0.342841 -0.706021 -0.934057 0.212300 -0.264284 1.000000 0.998866 -0.704531 0.493287 0.911672 -0.021259 0.372323 0.758764 1.000000 -0.093601 0.523119 -0.101231 -0.867572 -0.611025
3422 -207.3136299375 -0.990959 0.059133 0.306151 0.367136 -0.728213 -0.973647 0.987384 -0.197689 -0.060434 0.087907 0.209714 -0.986297 -0.572105 -0.194080 -0.786330 -0.662046 -0.343932 0.023544 0.867535 0.887852 -0.700207 0.687435 0.411144 -0.638458 0.285064 0.748978 0.544171 -0.045475 0.409220 -0.459397 -0.597855 -0.530806
5012 -186.5356359283 -0.828026 -0.069183 0.484573 0.482411 0.016457 -0.673867 0.860093 -0.372674 -0.371562 0.300544 0.537273 -1.000000 -0.346818 0.099757 -0.854010 -0.113438 -0.639302 -0.576115 0.977768 0.973178 -0.408308 0.409163 0.590902 -0.204611 -0.155294 0.346761 0.463905 -0.076544 0.236723 -0.436999 -0.100413 -0.180895
5059 -153.9867287519 -1.000000 -0.679839 -0.863857 0.602400 0.260295 -0.540795 0.336262 0.170702 -1.000000 -0.169727 0.528541 -1.000000 -1.000000 0.130251 -0.685327 -0.727729 0.000444 -0.136145 0.023896 1.000000 -1.000000 0.490715 0.280485 -1.000000 -0.987371 0.983255 0.227949 0.448489 0.147847 -0.858289 -0.390411 -1.000000
5061 -122.3437601676 -1.000000 -0.679839 -0.863857 0.602400 0.260295 -0.540795 0.336262 0.170702 -1.000000 -0.169727 0.528541 -1.000000 -1.000000 0.130251 -0.685327 -0.727729 0.000444 -0.136145 0.023896 1.000000 -1.000000 0.490715 0.280485 -1.000000 -0.987371 0.983255 0.227949 0.448489 0.147847 -0.858289 -0.390411 -1.000000
5070 -77.8506578566 -0.632935 -1.000000 -0.670172 0.977506 0.116601 -0.929078 0.110370 -0.559897 -1.000000 1.000000 1.000000 -1.000000 -1.000000 0.181277 0.146655 0.073694 -0.939747 0.237290 0.300360 0.498786 -1.000000 -0.547042 -0.284511 -1.000000 -0.823310 1.000000 -1.000000 0.208464 -0.612275 -0.151409 0.197709 -1.000000
