evaluation,best_f
1,-82.49115942999258
2,-82.49115942999258
3,-82.49115942999258
4,-82.49115942999258
5,-82.49115942999258
6,-82.49115942999258
7,-82.49115942999258
8,-82.49115942999258
9,-82.49115942999258
10,-82.49115942999258
11,-82.49115942999258
12,-82.49115942999258
13,-82.49115942999258
14,-82.49115942999258
15,-82.49115942999258
16,-82.49115942999258
17,-82.49115942999258
18,-82.49115942999258
19,-82.49115942999258
20,-82.49115942999258
21,-82.49115942999258
22,-82.49115942999258
23,-82.49115942999258
24,-82.49115942999258
25,-82.49115942999258
26,-82.49115942999258
27,-82.49115942999258
28,-82.49115942999258
29,-82.49115942999258
30,-82.49115942999258
31,-82.49115942999258
32,-82.49115942999258
33,-82.49115942999258
34,-82.49115942999258
35,-82.49115942999258
36,-82.49115942999258
37,-82.49115942999258
38,-82.49115942999258
39,-82.49115942999258
40,-82.49115942999258
41,-82.49115942999258
42,-82.49115942999258
43,-82.49115942999258
44,-82.49115942999258
45,-82.49115942999258
46,-82.49115942999258
47,-82.49115942999258
48,-82.49115942999258
49,-82.49115942999258
50,-82.49115942999258
51,-82.49115942999258
52,-82.49115942999258
53,-82.49115942999258
54,-82.49115942999258
55,-82.49115942999258
56,-69.28551975015361
57,-69.28551975015361
58,-69.28551975015361
59,-69.28551975015361
60,-69.28551975015361
61,-69.28551975015361
62,-69.28551975015361
63,-69.28551975015361
64,-69.28551975015361
65,-69.28551975015361
66,-69.28551975015361
67,-69.28551975015361
68,-69.28551975015361
69,-69.28551975015361
70,4.729636242798179
71,4.729636242798179
72,4.729636242798179
73,4.729636242798179
74,4.729636242798179
75,4.729636242798179
76,4.729636242798179
77,4.729636242798179
78,4.729636242798179
79,4.729636242798179
80,4.729636242798179
81,4.729636242798179
82,4.729636242798179
83,4.729636242798179
84,4.729636242798179
85,4.729636242798179
86,4.729636242798179
87,4.729636242798179
88,4.729636242798179
89,4.729636242798179
90,4.729636242798179
91,4.729636242798179
92,4.729636242798179
93,4.729636242798179
94,4.729636242798179
95,4.729636242798179
96,4.729636242798179
97,4.729636242798179
98,4.729636242798179
99,4.729636242798179
100,4.729636242798179
101,4.729636242798179
102,4.729636242798179
103,4.729636242798179
104,4.729636242798179
105,4.729636242798179
106,4.729636242798179
107,4.729636242798179
108,4.729636242798179
109,4.729636242798179
110,4.729636242798179
111,4.729636242798179
112,4.729636242798179
113,4.729636242798179
114,4.729636242798179
115,4.729636242798179
116,4.729636242798179
117,4.729636242798179
118,4.729636242798179
119,4.729636242798179
120,4.729636242798179
121,4.729636242798179
122,4.729636242798179
123,4.729636242798179
124,4.729636242798179
125,4.729636242798179
126,4.729636242798179
127,4.729636242798179
