evaluations raw_y x0 x1 x2 x3 x4 x5 x6 x7 x8 x9 x10 x11 x12 x13 x14 x15 x16 x17 x18 x19 x20 x21 x22 x23 x24 x25 x26 x27 x28 x29 x30 x31
1 -286.4392811412 -0.296706 0.681466 0.911605 -0.626844 -0.219717 -0.428851 0.374943 -0.834857 -0.916713 0.688391 -0.709094 0.077581 -0.266112 0.308260 0.818452 0.516631 0.252216 0.307754 -0.690771 -0.405647 0.418306 -0.410431 0.318021 -0.226111 0.716489 0.423730 0.896557 0.153786 0.426615 -0.214900 0.712659 0.250389
3 -143.6685972006 -0.744912 0.818634 0.409187 -0.479205 0.720937 -0.545942 -0.292694 -0.497727 -0.731760 -0.366314 -0.925390 0.084770 0.032402 0.279330 -0.301321 -0.967136 -0.129799 -0.887942 0.372152 -0.482866 0.918779 -0.828382 0.717109 0.704726 -0.840094 0.879444 0.689739 0.920535 -0.016296 -0.454116 0.766195 -0.552292
12 -141.1733192875 -0.053859 0.249494 0.464078 -0.608612 0.532082 -0.768685 -0.423268 -0.893084 -0.945492 -0.273680 0.657247 0.360782 0.604857 -0.509491 -0.811679 -0.189870 0.144302 -0.847730 -0.517545 -0.126777 0.993708 -0.521000 -0.088809 0.786274 -0.220894 -0.761450 -0.968374 -0.294192 0.753371 -0.248423 0.857662 -0.554100
29 -134.5345130471 -0.889728 -0.157040 -0.810608 0.731630 0.655643 0.223009 -0.807550 0.691209 0.962002 -0.011412 0.528775 -0.442878 0.029224 -0.397888 0.099435 0.266025 -0.582551 0.724254 -0.518960 0.916539 -0.267433 0.385443 0.022605 0.727351 0.137239 -0.948257 -0.335582 0.321652 -0.084083 0.228620 0.964525 0.067033
32 -121.3396889025 -1.000000 -0.795220 0.944532 0.139101 0.067296 0.279118 -1.000000 -0.122050 0.177865 0.336010 0.724185 -0.063359 -1.000000 0.458817 -0.873457 -0.050591 0.759184 -0.839221 1.000000 -0.716455 0.130767 0.814830 1.000000 1.000000 -0.076572 1.000000 0.656304 0.818972 0.341974 -0.721152 -1.000000 0.359679
34 -15.1542099476 -1.000000 1.000000 -1.000000 -0.568158 1.000000 1.000000 -0.916713 -1.000000 -1.000000 0.745342 0.863739 -0.862289 0.307016 -0.069912 -1.000000 1.000000 0.280043 -0.348610 -0.082414 1.000000 0.316316 0.353322 1.000000 0.754389 0.389477 0.395399 0.703084 -0.515770 0.179676 -0.574082 0.451102 1.000000
166 -0.2809131741 -1.000000 1.000000 -1.000000 -1.000000 1.000000 0.013444 -0.232188 -1.000000 -1.000000 1.000000 1.000000 -1.000000 1.000000 1.000000 -0.744695 1.000000 -0.636178 -1.000000 0.262236 -1.000000 1.000000 1.000000 0.727111 -1.000000 -0.995098 0.941447 0.497142 -0.436757 1.000000 -0.889610 1.000000 -0.097271
187 11.8252723199 0.400191 1.000000 -0.213561 -1.000000 0.885378 -1.000000 -0.085396 -0.209042 -0.395107 1.000000 1.000000 -1.000000 -1.000000 1.000000 0.586355 1.000000 1.000000 -1.000000 1.000000 -0.671564 0.495419 1.000000 0.219150 0.534130 -1.000000 1.000000 -0.790596 -1.000000 -1.000000 -0.331103 1.000000 0.600000
387 13.0238344735 1.000000 1.000000 0.962718 0.854081 0.388747 -0.621317 0.407634 -0.308136 -0.510947 -0.900315 1.000000 -1.000000 -0.256646 1.000000 -1.000000 1.000000 0.673833 -1.000000 0.240354 0.350222 1.000000 0.085165 1.000000 0.571072 -1.000000 -0.286656 -0.109045 0.015200 0.857906 0.442632 0.654770 -0.364332
454 251.7042771878 0.349026 -0.830591 -0.537059 0.665549 1.000000 -0.678638 -0.085780 -1.000000 0.724570 -1.000000 -0.189948 0.577312 -0.305693 -0.255024 -1.000000 -0.578967 0.280043 1.000000 0.468825 -0.621033 1.000000 0.353322 -1.000000 0.754389 0.299118 -0.098043 -0.879134 1.000000 -0.112265 0.264557 0.879469 -0.618644
