evaluations raw_y x0 x1 x2 x3 x4 x5 x6 x7 x8 x9 x10 x11 x12 x13 x14 x15 x16 x17 x18 x19 x20 x21 x22 x23 x24 x25 x26 x27 x28 x29 x30 x31
1 -888.3707889988 -0.917920 -0.180461 0.177428 0.799867 -0.757770 -0.659603 0.880336 0.190608 -0.328641 -0.116611 -0.008338 -0.824202 -0.451671 0.320091 -0.839342 -0.922694 0.350214 -0.625311 0.878652 0.742475 -0.283403 0.135677 0.758526 -0.095057 0.410129 0.592359 0.887545 -0.392372 0.819041 0.000013 -0.922389 -0.465666
3 -505.9584486346 -0.861046 -0.038921 0.020174 -0.262896 -0.131226 -0.444603 -0.369637 0.227856 -0.202306 -0.404834 0.348305 0.075237 0.900082 -0.062599 -0.492392 -0.611746 0.806317 -0.300234 0.353002 -0.019008 0.412017 -0.385406 -0.806899 -0.479280 -0.361986 0.414418 -0.469046 -0.269532 -0.468035 0.155408 -0.112522 0.499287
6 -169.8877666308 -0.540891 0.847641 0.293806 -0.414737 0.253809 -0.473480 0.301122 0.234022 -0.390440 -0.101318 0.901549 0.189001 0.069623 0.616994 -0.239324 0.813139 0.839656 0.512414 -0.039715 0.065376 0.270892 -0.149148 0.380459 -0.356216 -0.690650 0.902415 0.287194 0.959586 -0.801463 -0.218720 -0.104075 -0.014629
8 -84.2437510388 0.185044 -0.917828 -0.979027 -0.722447 -0.031839 -0.366936 -0.221327 0.123342 0.069973 -0.463460 -0.593956 -0.969107 -0.090200 -0.731269 -0.565647 0.021656 0.832077 -0.876911 0.236431 -0.680398 0.774539 0.385301 0.595346 0.903254 0.131812 -0.193004 -0.612011 0.582654 -0.985097 0.797822 0.375764 0.556169
46 144.2174742816 -0.506202 -0.669898 0.669290 -0.582398 -0.966478 0.969909 -0.848037 -0.014117 -1.000000 -0.081898 0.194738 0.950264 -1.000000 -1.000000 -0.010006 -0.944617 -1.000000 -1.000000 0.660917 0.583969 -0.526567 -0.052047 -0.571690 0.266881 -0.225574 -1.000000 0.835489 -1.000000 0.707067 0.437277 0.762496 0.460274
1066 157.8515571478 1.000000 1.000000 0.615031 1.000000 1.000000 1.000000 -0.721542 0.148789 -1.000000 1.000000 1.000000 -1.000000 0.084474 1.000000 -1.000000 -0.600000 0.029823 -1.000000 1.000000 0.915960 -0.526567 -1.000000 -1.000000 0.998066 1.000000 0.714166 1.000000 -1.000000 -1.000000 -1.000000 -0.445627 1.000000
1112 191.8407898277 1.000000 0.484574 0.991480 -0.600000 1.000000 1.000000 0.249306 -1.000000 1.000000 -1.000000 0.183102 -1.000000 0.019751 1.000000 -1.000000 0.454211 0.309950 -0.038039 0.046873 1.000000 1.000000 -0.863367 -1.000000 0.083427 1.000000 -0.595628 0.262169 0.465824 -1.000000 -0.934331 -0.382136 0.790381
1225 285.4029771201 -1.000000 -1.000000 -1.000000 0.477292 0.007803 -1.000000 -0.534732 -1.000000 -1.000000 -1.000000 -0.302799 1.000000 -1.000000 -1.000000 -0.620011 1.000000 1.000000 1.000000 -1.000000 -1.000000 0.477829 1.000000 1.000000 -1.000000 -1.000000 -1.000000 -1.000000 1.000000 0.714593 0.527192 0.978821 -1.000000
7301 286.6733276711 1.000000 1.000000 0.909501 -1.000000 1.000000 1.000000 -1.000000 1.000000 0.417743 -0.577237 -1.000000 -1.000000 1.000000 1.000000 -1.000000 0.999532 0.865330 -1.000000 -1.000000 0.171567 1.000000 -1.000000 -1.000000 1.000000 1.000000 -1.000000 1.000000 0.252953 0.275147 -0.254128 -0.749593 -0.109109
7351 294.1044183422 1.000000 0.333573 -0.965166 -1.000000 1.000000 1.000000 0.205596 1.000000 -1.000000 -0.247209 -1.000000 -0.219674 1.000000 0.488848 -0.419379 0.458184 -0.280759 -1.000000 0.492277 1.000000 1.000000 0.670297 1.000000 1.000000 1.000000 1.000000 1.000000 -1.000000 0.318002 -0.495376 -1.000000 1.000000
8217 313.4258706988 0.398228 0.872716 0.060591 -0.981916 0.900596 -0.120955 -1.000000 1.000000 -0.702080 1.000000 -0.447970 -0.232444 1.000000 0.451963 -1.000000 1.000000 -1.000000 -1.000000 -0.477164 0.549556 0.665619 -0.961904 1.000000 1.000000 1.000000 -1.000000 0.710541 1.000000 1.000000 -0.110820 0.594670 0.369027
14332 314.5168466647 -0.130550 0.462495 1.000000 -0.108969 0.587170 -0.424165 -0.513207 0.757883 -0.376130 1.000000 0.052608 -0.761157 1.000000 0.683205 -0.788977 1.000000 0.154443 -1.000000 -0.689198 -0.226804 -1.000000 -1.000000 -0.306937 0.827718 1.000000 -0.937838 -1.000000 1.000000 0.741241 0.993645 1.000000 -0.398526
20000 -175.3833955610 0.327036 -1.000000 -1.000000 1.000000 -0.091135 -1.000000 0.105136 -0.886075 -1.000000 -0.118283 -1.000000 0.293824 -1.000000 -1.000000 -0.660844 0.722590 1.000000 1.000000 1.000000 -0.439269 -1.000000 0.991223 1.000000 -1.000000 -0.939282 1.000000 -1.000000 0.925512 0.135333 -1.000000 0.201471 -1.000000
