evaluations raw_y x0 x1 x2 x3 x4 x5 x6 x7 x8 x9 x10 x11 x12 x13 x14 x15 x16 x17 x18 x19 x20 x21 x22 x23 x24 x25 x26 x27 x28 x29 x30 x31
1 -494.3796351512 -0.211487 -0.648815 -0.854588 -0.616238 -0.200391 -0.163753 0.525164 0.042820 -0.178234 0.074889 -0.458875 -0.133347 0.654533 -0.456294 0.454776 -0.799519 -0.004428 0.160632 0.153349 -0.585922 -0.407693 0.794725 -0.535387 0.408942 -0.182012 0.741361 0.045939 -0.156736 -0.156846 -0.357358 0.539258 0.948017
4 -322.7694838353 0.153506 -0.817576 -0.671000 -0.849184 -0.748259 0.650901 0.286647 -0.577941 -0.254328 -0.412536 -0.566946 -0.983986 -0.293822 -0.807716 0.396576 -0.017533 0.374002 -0.940263 -0.286830 -0.032966 0.704066 -0.668463 -0.867457 0.563842 0.711939 0.366570 0.439858 -0.256388 0.700991 0.353122 0.627541 -0.018557
11 -248.0271769318 -0.727603 -0.960786 -0.769989 -0.026494 0.485937 0.568217 -0.653145 0.579980 -0.874358 0.556881 0.464593 -0.438544 0.753502 -0.121710 -0.306957 -0.948638 -0.541523 -0.987951 0.370394 -0.723811 -0.937695 -0.460590 -0.003645 0.756004 0.786475 0.706709 0.086473 0.696161 -0.892919 0.868600 0.924258 -0.292324
16 -133.9318975861 0.254445 -0.097057 0.616305 0.383037 0.379252 -0.974434 0.000725 0.252363 -0.987052 -0.526238 0.064310 -0.782735 -0.891275 0.131536 0.142232 0.321723 0.564042 0.612093 0.968308 -0.677833 0.723292 0.196553 -0.328137 -0.100943 -0.642894 0.478763 0.989806 -0.763239 -0.561432 0.234037 -0.198122 -0.433915
45 -121.9760234939 0.228076 1.000000 -0.388354 -0.416262 -0.904003 1.000000 -1.000000 0.147539 1.000000 0.857588 0.615984 0.975905 -0.272209 0.959976 0.177186 -0.790148 -1.000000 0.466219 -1.000000 -0.376252 -1.000000 0.011650 0.496591 1.000000 -0.615630 0.645322 -0.508540 0.816161 0.745905 -0.289134 -0.931826 0.459924
92 -85.3944010426 0.283476 0.047389 0.402221 0.727570 -1.000000 0.491799 -1.000000 -0.715548 1.000000 -1.000000 -0.219087 -1.000000 -0.677461 0.729043 -0.291300 -0.349659 -1.000000 -0.089088 0.808200 1.000000 0.131079 -0.624778 -1.000000 -0.393134 0.073274 -0.313051 -0.326469 1.000000 -0.850013 1.000000 -1.000000 0.571273
101 30.2046163076 -0.727603 -0.786373 0.344480 1.000000 1.000000 -1.000000 -0.882517 -1.000000 -1.000000 -0.713312 0.380477 -1.000000 -1.000000 0.605681 0.675004 1.000000 0.819982 -0.987951 1.000000 0.504767 0.253691 -0.736953 -0.620792 -0.481103 -0.360896 -1.000000 -0.149295 0.342982 -0.892919 -0.290619 0.489934 -0.267958
203 33.4235728293 0.542646 0.359449 0.202355 0.797385 -1.000000 0.833680 -0.288314 -0.663403 1.000000 1.000000 0.526543 1.000000 -0.691567 0.611819 1.000000 -1.000000 -0.473253 -0.088180 0.922380 -1.000000 0.493320 -1.000000 -0.912664 0.537490 1.000000 0.706356 1.000000 1.000000 0.930403 1.000000 0.186041 1.000000
229 163.9587080781 0.301828 -0.133182 -0.514950 -0.500745 -0.850157 0.173336 -0.989929 -0.072061 0.932058 0.801528 -0.280265 -0.704470 -0.299750 0.746717 -0.484978 0.862123 -1.000000 0.349217 -0.395347 1.000000 1.000000 -0.693368 0.917537 1.000000 -0.287128 -0.948706 -0.549166 -0.245432 0.753077 0.693195 -0.174459 0.173455
321 209.3661967372 0.137926 0.849728 -0.000144 0.506925 -0.092120 0.800266 0.216052 1.000000 -1.000000 1.000000 0.048787 0.803006 0.708458 -0.819726 -1.000000 0.671563 0.468795 -0.963910 -0.149659 0.424327 -1.000000 -0.994304 1.000000 1.000000 0.553103 -0.018130 0.519222 -0.965115 1.000000 1.000000 0.781789 0.789092
