evaluations raw_y x0 x1 x2 x3 x4 x5 x6 x7 x8 x9 x10 x11 x12 x13 x14 x15 x16 x17 x18 x19 x20 x21 x22 x23 x24 x25 x26 x27 x28 x29 x30 x31
1 -302.4842400563 -0.922097 0.712992 0.493001 0.727856 0.119969 -0.839034 -0.536727 -0.515472 0.231000 0.214218 -0.791636 -0.148304 0.309846 0.742779 -0.123022 0.427583 -0.882276 0.818571 0.043634 0.454859 -0.007311 -0.744895 -0.368229 0.324805 -0.388758 -0.556215 -0.542859 0.685655 0.350785 -0.312753 0.591401 0.959990
8 -114.1055198632 -0.448114 0.276605 -0.663290 0.804013 0.170185 -0.647282 -0.594992 0.045715 -0.647161 0.576713 -0.884290 -0.363603 0.663009 -0.729817 -0.001892 -0.236625 0.759565 -0.630517 0.675188 -0.151317 0.406881 -0.635010 0.559694 0.182707 0.000570 0.383985 0.890196 -0.300440 0.316417 -0.974759 0.739929 0.174002
16 -113.1225359911 -0.752986 0.068584 -0.607858 -0.009452 0.999728 -0.295817 -0.925843 -0.529743 0.041689 0.837022 0.744553 -0.185409 0.512029 -0.962117 -0.463684 -0.970008 0.614056 -0.625352 -0.715329 0.326214 0.095925 -0.576897 -0.327402 0.005551 -0.314996 -0.700195 -0.610013 0.340883 -0.911770 -0.342085 -0.561745 -0.033668
37 -67.4379762697 1.000000 -1.000000 0.987169 -0.028928 1.000000 -0.843366 -1.000000 -1.000000 1.000000 1.000000 0.306648 -0.842748 -0.267943 -0.618734 -1.000000 -1.000000 0.814592 -0.231273 -0.332927 1.000000 -0.174179 0.290771 -1.000000 -1.000000 -0.421142 -1.000000 0.584465 1.000000 -1.000000 0.522681 -0.031978 0.729283
42 -64.3110948806 -1.000000 -0.341677 -0.575893 -0.798974 1.000000 -0.985100 1.000000 0.536275 -1.000000 -0.552554 -0.588153 0.638761 -0.642665 0.418989 -1.000000 1.000000 -0.218785 0.022739 -0.653426 1.000000 0.008017 1.000000 -1.000000 0.250422 0.176977 0.711871 0.533875 0.723890 -0.323969 1.000000 -1.000000 1.000000
149 -20.5462740153 1.000000 -1.000000 -0.744140 -0.553329 1.000000 0.903453 1.000000 -1.000000 0.867841 -0.295936 1.000000 0.497010 0.048465 1.000000 -1.000000 -0.096153 -0.635744 1.000000 1.000000 1.000000 1.000000 1.000000 -1.000000 1.000000 0.658664 1.000000 1.000000 0.391526 -1.000000 1.000000 -1.000000 -0.432630
182 -1.0135112891 -1.000000 1.000000 -1.000000 -1.000000 0.870949 0.755018 -1.000000 1.000000 -1.000000 0.015420 1.000000 1.000000 0.509329 -1.000000 -0.702592 0.560009 -1.000000 -1.000000 -1.000000 1.000000 1.000000 -0.591005 -1.000000 1.000000 -0.984816 -0.174637 -0.418064 -1.000000 0.803936 0.062096 -1.000000 -1.000000
196 17.8281185523 -0.752986 -0.411784 0.306268 0.368949 1.000000 -0.216243 -0.087329 0.327649 1.000000 0.583401 0.084115 -0.397670 -0.294200 0.679179 -1.000000 -0.571865 -0.342445 -1.000000 -1.000000 -1.000000 -1.000000 0.074697 1.000000 -1.000000 -0.076921 -0.064677 -0.465531 1.000000 -1.000000 -0.342085 -1.000000 1.000000
224 21.6305778913 -0.610657 -1.000000 -0.973873 1.000000 1.000000 -1.000000 -0.138841 -1.000000 1.000000 1.000000 1.000000 -1.000000 -0.239321 -1.000000 -1.000000 -1.000000 -1.000000 0.002289 -0.285197 0.278140 -0.261270 1.000000 -0.794873 -0.344984 -1.000000 -0.169154 -1.000000 0.413510 -1.000000 -0.397887 -1.000000 -1.000000
373 28.8485907412 -1.000000 1.000000 1.000000 -1.000000 1.000000 -0.372994 -0.481255 -1.000000 -1.000000 1.000000 0.696654 -0.784133 1.000000 0.099643 -0.828403 -1.000000 -1.000000 -1.000000 -1.000000 -1.000000 0.551049 -0.140242 -1.000000 -1.000000 -0.472186 -1.000000 -1.000000 -0.793542 0.310944 -1.000000 -1.000000 1.000000
534 228.1456074594 1.000000 0.107388 0.459894 1.000000 0.926466 -1.000000 0.342731 -0.983869 0.024000 -0.178947 0.391360 -1.000000 0.222502 1.000000 -1.000000 0.564802 1.000000 0.299183 -1.000000 -1.000000 -0.754435 -0.140242 0.950082 -0.593299 0.003498 0.427581 1.000000 -0.185457 -0.869478 1.000000 -1.000000 1.000000
2150 229.9537007809 -1.000000 -0.337827 -0.374737 1.000000 1.000000 -0.121284 -1.000000 0.600000 0.107436 0.637184 -0.402817 0.544192 1.000000 -0.014983 -0.819644 1.000000 1.000000 -0.355085 0.778539 -0.600000 0.074407 -1.000000 -0.444102 0.759838 0.962385 0.438284 -1.000000 0.107047 0.663089 0.939258 -0.725156 -1.000000
3154 236.2177123654 0.175127 1.000000 0.898349 0.943244 -0.305482 -0.362811 -1.000000 -1.000000 -0.950247 1.000000 0.747298 -1.000000 1.000000 0.725090 -1.000000 -1.000000 -0.280000 -1.000000 0.422831 0.819732 1.000000 -1.000000 -1.000000 1.000000 0.826757 -0.019675 -1.000000 -0.588192 1.000000 0.322724 -0.817226 -1.000000
3539 242.0819399932 -1.000000 -1.000000 -1.000000 0.531724 1.000000 -0.021426 -0.685838 -1.000000 1.000000 -0.814012 0.536886 0.480089 0.092738 -0.040521 -1.000000 1.000000 0.039360 0.207555 -1.000000 -1.000000 -1.000000 -0.137337 1.000000 0.841109 1.000000 0.288774 -1.000000 1.000000 -1.000000 1.000000 -1.000000 1.000000
3673 275.0782462132 1.000000 1.000000 1.000000 1.000000 0.122573 -1.000000 -1.000000 -1.000000 -0.760995 1.000000 1.000000 -1.000000 1.000000 1.000000 -1.000000 -1.000000 1.000000 -1.000000 -0.452243 0.297135 1.000000 -1.000000 -1.000000 1.000000 -0.134849 -1.000000 -1.000000 -0.822195 0.323035 -0.705018 -1.000000 -1.000000
3674 311.2041207208 -0.971880 -0.971970 0.139512 -1.000000 1.000000 1.000000 -1.000000 1.000000 0.808573 -0.614498 -1.000000 1.000000 -0.674715 0.643898 -1.000000 0.785689 -1.000000 -0.064617 0.220968 -1.000000 -0.631649 1.000000 1.000000 -1.000000 -0.972121 1.000000 -0.023636 0.552403 1.000000 -1.000000 -0.230136 1.000000
12361 315.7144652858 1.000000 1.000000 1.000000 -1.000000 -1.000000 1.000000 -0.870299 -1.000000 -1.000000 -1.000000 0.619478 -1.000000 1.000000 1.000000 -1.000000 -1.000000 0.820084 -1.000000 -1.000000 1.000000 1.000000 -1.000000 -1.000000 1.000000 1.000000 -1.000000 -1.000000 1.000000 0.298480 -0.651071 -1.000000 -1.000000
15637 331.1653479726 1.000000 0.828625 1.000000 -0.109525 -1.000000 1.000000 -0.959637 -1.000000 -1.000000 -1.000000 0.162855 -1.000000 1.000000 1.000000 -1.000000 -1.000000 1.000000 -1.000000 -1.000000 1.000000 1.000000 -1.000000 -1.000000 0.519868 -0.649295 -1.000000 -0.149427 -1.000000 0.109492 -0.193983 -1.000000 -1.000000
