evaluations raw_y x0 x1 x2 x3 x4 x5 x6 x7 x8 x9 x10 x11 x12 x13 x14 x15 x16 x17 x18 x19 x20 x21 x22 x23 x24 x25 x26 x27 x28 x29 x30 x31
1 -121.6184039367 0.276853 -0.990379 -0.594096 -0.823526 0.963537 0.344080 -0.819238 0.463430 0.181326 0.893280 0.180160 -0.556680 -0.440496 0.825047 0.740964 -0.166163 -0.820029 0.907279 -0.973788 -0.056764 -0.113307 0.136988 -0.004436 0.631418 0.387471 -0.027755 -0.723900 -0.336069 0.312732 0.831554 0.081564 0.409167
6 -106.7240568486 0.274729 -1.000000 -0.562142 -0.782349 1.000000 0.312113 -0.759191 0.514554 0.399611 0.907407 0.222200 -0.614066 -0.414099 0.650935 0.567548 -0.096123 -0.760908 1.000000 -0.967618 -0.218017 -0.147370 0.037028 0.115790 0.704416 0.329875 -0.148390 -0.806147 -0.373662 0.494703 0.812611 -0.139165 0.457512
9 -97.2718936989 0.271913 -0.948425 -0.699912 -0.689824 1.000000 0.306599 -0.784624 0.547765 0.321555 0.828916 0.083741 -0.716621 -0.482417 0.748679 0.503798 0.062731 -0.635640 0.956898 -1.000000 -0.263920 -0.133027 0.074621 0.088358 0.720502 0.345038 -0.138903 -0.812619 -0.443567 0.532606 0.805279 -0.204991 0.485506
18 -34.3504100693 0.376834 -0.961021 -0.822741 -0.685801 1.000000 0.495708 -0.773453 0.487311 0.179664 0.821137 0.074532 -0.629189 -0.564477 0.733822 0.514915 -0.025332 -0.564892 0.855938 -1.000000 -0.159543 -0.071307 0.125109 0.056587 0.902439 0.380209 -0.111626 -0.782457 -0.404009 0.519474 0.757998 -0.250009 0.352533
148 -28.7122841196 0.371011 -0.980507 -0.811243 -0.669761 1.000000 0.486715 -0.813554 0.436374 0.216121 0.836264 0.066461 -0.566032 -0.537733 0.753518 0.539609 -0.022918 -0.612252 0.908872 -1.000000 -0.168678 -0.048585 0.094096 0.084965 0.878142 0.345568 -0.122237 -0.784875 -0.431919 0.596689 0.822047 -0.256497 0.353002
151 -4.3341353627 0.330034 -0.998290 -0.828202 -0.673565 1.000000 0.490671 -0.787202 0.417990 0.237621 0.906352 0.100154 -0.518933 -0.548190 0.779816 0.472451 -0.044967 -0.618601 0.898103 -1.000000 -0.158618 -0.045839 0.074389 0.048751 0.859988 0.322395 -0.120456 -0.782865 -0.390139 0.615256 0.852970 -0.248832 0.348826
160 5.7274855096 0.334822 -1.000000 -0.839987 -0.722681 1.000000 0.521262 -0.790110 0.422616 0.233998 0.912011 0.088785 -0.523452 -0.554955 0.815368 0.413858 -0.014244 -0.639377 0.906651 -1.000000 -0.175099 -0.072261 0.048936 0.089034 0.852949 0.347443 -0.065701 -0.742580 -0.362803 0.666876 0.872345 -0.224424 0.336945
441 22.7552381225 0.331848 -0.995149 -0.833691 -0.728168 1.000000 0.517520 -0.795266 0.418094 0.230856 0.913314 0.091444 -0.527597 -0.554783 0.811299 0.414361 -0.008928 -0.640927 0.910838 -0.997738 -0.172304 -0.081650 0.048972 0.093568 0.853844 0.344701 -0.063623 -0.743504 -0.362000 0.664928 0.869660 -0.231407 0.334680
1127 23.3959423261 0.331856 -0.995155 -0.833694 -0.728176 1.000000 0.517512 -0.795274 0.418073 0.230847 0.913326 0.091459 -0.527606 -0.554778 0.811291 0.414358 -0.008939 -0.640938 0.910843 -0.997729 -0.172315 -0.081652 0.048970 0.093545 0.853848 0.344723 -0.063633 -0.743500 -0.361993 0.664915 0.869659 -0.231427 0.334672
1217 41.2611501154 0.331854 -0.995139 -0.833691 -0.728178 0.999995 0.517513 -0.795285 0.418069 0.230852 0.913329 0.091459 -0.527608 -0.554783 0.811289 0.414356 -0.008939 -0.640943 0.910842 -0.997722 -0.172309 -0.081666 0.048963 0.093542 0.853843 0.344733 -0.063631 -0.743495 -0.361986 0.664924 0.869658 -0.231442 0.334677
2424 50.8911061378 0.331854 -0.995139 -0.833691 -0.728178 0.999995 0.517513 -0.795285 0.418069 0.230852 0.913329 0.091459 -0.527608 -0.554783 0.811289 0.414356 -0.008939 -0.640943 0.910842 -0.997722 -0.172309 -0.081666 0.048963 0.093542 0.853843 0.344733 -0.063631 -0.743495 -0.361986 0.664924 0.869658 -0.231442 0.334677
7077 60.3589345389 0.331854 -0.995139 -0.833691 -0.728178 0.999995 0.517513 -0.795285 0.418069 0.230852 0.913329 0.091459 -0.527608 -0.554783 0.811289 0.414356 -0.008939 -0.640943 0.910842 -0.997722 -0.172309 -0.081666 0.048963 0.093542 0.853843 0.344733 -0.063631 -0.743495 -0.361986 0.664924 0.869658 -0.231442 0.334677
20000 -97.9580107386 0.331854 -0.995139 -0.833691 -0.728178 0.999995 0.517513 -0.795285 0.418069 0.230852 0.913329 0.091459 -0.527608 -0.554783 0.811289 0.414356 -0.008939 -0.640943 0.910842 -0.997722 -0.172309 -0.081666 0.048963 0.093542 0.853843 0.344733 -0.063631 -0.743495 -0.361986 0.664924 0.869658 -0.231442 0.334677
